AR,count
"C1QBP>ATP5MF,+",1
"STX12>ARCN1,-",1
"PDGFB>ARCN1,+",1
"THAP12>EP300,+",1
"IMP3>NAP1L4,+",1
"SIAH1>NAP1L4,+",1
"TMEM101>G3BP1,-",1
"TES>G3BP1,+",1
"RB1CC1>ZMYM4,+",1
"PCYOX1>ZMYM4,+",1
"HOXD8>ZMYM4,+",1
"CLIC4>ZFC3H1,+",1
"THOC2>GBP4,+",1
"MPRIP>GBP4,+",1
"CCT7>GBP4,+",1
"HDAC7>PITPNC1,+",1
"SMAD2>PITPNC1,+",1
"MRPL32>PITPNC1,+",1
"NME1>PITPNC1,+",1
"SETD5>DIP2A,+",1
"CHORDC1>SDCCAG8,+",1
"PHF14>SDCCAG8,-",1
"THOC2>SKAP2,+",1
"TMEM259>SKAP2,+",1
"NME1>HEBP1,-",1
"PHF14>HEBP1,+",1
"THOC2>HEBP1,-",1
"SYNJ2BP>NDUFC2,+",1
"WDR13>NDUFC2,+",1
"ATP6AP2>NDUFC2,+",1
"ATP6AP2>FXR1,+",1
"NDUFC2>FXR1,+",1
"SDCCAG8>FXR1,+",1
"NDUFC2>HNRNPA1,+",1
"MPRIP>GSPT1,+",1
"MPRIP>TMEM259,-",1
"MRPL32>CHORDC1,-",1
"TMEM259>GSPT1,+",1
"SLC25A11>CHORDC1,+",1
"ZFC3H1>CWF19L2,+",1
"HDAC7>CWF19L2,-",1
"HNRNPA1>CWF19L2,-",1
"SYNJ2BP>CWF19L2,-",1
"WDR13>ATP6AP2,-",1
"THOC2>ATP6AP2,+",1
"CHORDC1>SLC25A11,+",1
"E2F4>WDR13,+",1
"SYNJ2BP>WDR13,+",1
"HDAC7>SYNJ2BP,+",1
"ATP6AP2>SYNJ2BP,-",1
"ATP6AP2>MPRIP,+",1
"WDR13>MAZ,+",1
"SKAP2>SMAD2,+",1
"TMEM259>TMEM50B,+",1
"NDUFC2>TMEM50B,+",1
"PHF14>TMEM50B,+",1
"HDAC7>SEC63,+",1
"PHF14>SEC63,+",1
"PHF14>ATP5MF,+",1
"THOC2>ATP5MF,+",1
"SETD5>NECAP2,+",1
"CEP290>NECAP2,-",1
"FXR1>GSPT1,+",1
"SETD5>TSPAN7,+",1
"CCDC90B>NEAT1,+",1
"M6PR>NAPRT,+",1
"SRI>MAZ,-",1
"TNFRSF1A>FBXO7,-",1
"NRN1>FBXO7,+",1
"CAMSAP2>M6PR,+",1
"CCDC50>PPP2R5A,-",1
"FBXO7>CNP,+",1
"KIF1B>PCYOX1,+",1
"EBF1>PCYOX1,+",1
"ARCN1>EGFL7,+",1
"SRI>EGFL7,+",1
"ZMYM4>SKAP2,+",1
"NME1>SRI,+",1
"ARCN1>SRI,+",1
"HOXD8>PLSCR1,-",1
"CCDC90B>PLSCR1,+",1
"M6PR>NME1,+",1
"NRN1>NME1,+",1
"KIF1B>FSCN1,-",1
"A4GALT>FSCN1,+",1
"SRI>FSCN1,+",1
"M6PR>CCDC50,-",1
"ZNF148>CCDC50,+",1
"HOXD8>NEAT1,+",1
"PCYOX1>EBF1,+",1
"CAMSAP2>NAPRT,+",1
"THOC2>CCT7,+",1
"PCYOX1>SERP1,+",1
"SYNJ2BP>CCT7,+",1
"SETD5>EDN1,+",1
"THOC2>EDN1,-",1
"NME1>APPBP2,+",1
"ATP6AP2>APPBP2,+",1
"SDCCAG8>HDAC7,+",1
"PHF14>CLIC4,-",1
"NME1>PTMS,+",1
"CHORDC1>PTMS,-",1
"NDUFC2>CDC123,+",1
"FXR1>PLOD3,+",1
"NME1>PLOD3,+",1
"THAP12>MRPL32,+",1
"TMEM259>MRPL32,+",1
"RB1CC1>APC,+",1
"NME1>APC,+",1
"EIF3D>APC,+",1
"RB1CC1>CAMSAP2,+",1
"CCDC90B>CAMSAP2,+",1
"SRI>HOXD8,+",1
"M6PR>HOXD8,+",1
"EIF3D>HOXD8,-",1
"RB1CC1>UBR5,+",1
"POLR2I>ATP5MF,+",1
"MAZ>AP1S2,+",1
"ABCG2>DOCK4,+",1
"PSMD1>NSD1,+",1
"NDUFS7>AR,+",1
"PTMS>AR,+",1
"ENTPD1>AR,+",1
"APPBP2>TNIP2,+",1
"IGFBP4>TNIP2,+",1
"IGFBP4>MECOM,-",1
"ENPP2>MECOM,+",1
"BAZ2A>RYK,+",1
"TRAPPC3>RYK,+",1
"ENPP2>RYK,+",1
"CLU>IL1R1,+",1
"MRPL32>NSD1,+",1
"CFL1>ALG13,+",1
"PSMD12>PNKD,+",1
"NSD1>PNKD,+",1
"RYK>PNKD,-",1
"AR>PNKD,+",1
"ATXN7L3B>EPS15,+",1
"TMEM259>EPS15,+",1
"RYK>ALDH9A1,-",1
"EIF3D>ALDH9A1,+",1
"CD74>ALDH9A1,+",1
"PNKD>PSMD12,+",1
"ATXN7L3B>PSMD12,+",1
"AP2B1>MRPL32,-",1
"NDUFS7>MRPS26,+",1
"PSMD12>HAX1,+",1
"SMIM19>PPP2R1A,-",1
"HIPK3>DUSP5,+",1
"RAB5A>DUSP5,+",1
"DOCK9>NDUFS7,+",1
"PPP2R1A>PTMS,+",1
"BANF1>PTMS,+",1
"DOCK9>UBL5,+",1
"PNRC2>UBL5,+",1
"ITM2A>UBL5,+",1
"BANF1>UBL5,+",1
"PTMS>CCT2,+",1
"C8orf59>RAB5A,+",1
"CLTA>PPP2R1A,+",1
"JUN>MRPS26,+",1
"PTMS>COX6B1,+",1
"MRPL32>PLK2,+",1
"SETD5>TBCB,+",1
"DOCK9>GSPT1,+",1
"MAZ>SNTB2,+",1
"GSPT1>SNTB2,+",1
"AP2B1>SNTB2,+",1
"CDC42EP5>SNTB2,+",1
"RAI14>MRPS26,-",1
"CDC42EP5>MRPS26,+",1
"RAB5A>MRPS26,+",1
"CEP170>PPIL4,+",1
"PRDX6>PPIL4,+",1
"IL1R1>PPIL4,+",1
"CXorf36>CEP170,-",1
"ALDH9A1>ARCN1,-",1
"CEP170>EPHX1,-",1
"EIF3D>EPHX1,+",1
"APPBP2>ADIRF,+",1
"CLU>ADIRF,+",1
"PSMD1>BAZ2A,-",1
"ATXN7L3B>BAZ2A,+",1
"ALDH9A1>BAZ2A,+",1
"TMEM259>CXorf36,+",1
"NUCB1>TRAPPC3,+",1
"TRAPPC3>CEP170,-",1
"PSMD1>CEP170,+",1
"TRAPPC3>PPIL4,-",1
"RYK>PSMD1,+",1
"NSD1>PSMD1,+",1
"PSMD12>IGFBP4,+",1
"NET1>IGFBP4,+",1
"PKN2>CST3,-",1
"ATXN7L3B>KLF4,+",1
"CLU>PTMS,+",1
"CDKN1A>MRPL32,+",1
"CEP170>MRPL32,-",1
"PSMD12>MRPL32,+",1
"NUCB1>HAX1,-",1
"IL1R1>CLU,+",1
"APPBP2>ALG13,+",1
"ATXN7L3B>ALG13,+",1
"JAM2>ENPP2,-",1
"PSMD1>FOS,-",1
"PNKD>FOS,+",1
"CLU>FOS,+",1
"ARCN1>ITM2A,-",1
"IL1R1>ITM2A,+",1
"BAZ2A>CLEC14A,-",1
"PNKD>CLEC14A,-",1
"RYK>CLEC14A,+",1
"KLF4>CLEC14A,+",1
"NUCB1>PRDX6,+",1
"CLU>PRDX6,+",1
"NUCB1>SP110,+",1
"CD74>SP110,-",1
"PNKD>SP110,+",1
"NSD1>SP110,-",1
"PSMD12>SP110,+",1
"APPBP2>SP110,+",1
"IGFBP4>CDKN1A,+",1
"MRPL32>CDKN1A,+",1
"PSMD1>CD74,-",1
"IGFBP4>CD74,+",1
"TRAPPC3>ENPP2,-",1
"RYK>ENPP2,+",1
"CFL1>DUSP5,+",1
"UBL5>DOCK9,+",1
"BANF1>DOCK9,+",1
"FOS>MLF2,+",1
"BEX4>M6PR,+",1
"RPL26>RPL12,+",1
"HINT2>CARD8,-",1
"HCFC1R1>CARD8,+",1
"FOSL2>CARD8,+",1
"RPL26>TMA7,+",1
"OLFM1>HIPK3,+",1
"PRSS23>HIPK3,-",1
"HCFC1R1>SDCCAG8,+",1
"FOSL2>EIF2S1,+",1
"RAB10>MLF2,-",1
"PTGES3>PRSS23,+",1
"NAP1L4>NEAT1,+",1
"DEK>PTMS,+",1
"RAB5A>PTMS,+",1
"PTGES3>PTMS,+",1
"NUCB1>PTMS,+",1
"PTGES3>RAB10,+",1
"CALM3>RAB10,+",1
"HCFC1R1>HINT2,-",1
"FOS>HINT2,+",1
"RAB10>SELE,+",1
"ZMIZ1>SELE,-",1
"RPL12>SELE,+",1
"EIF2S1>MRPL32,-",1
"BEX4>MRPL32,+",1
"RAB10>IGFBP4,-",1
"UBXN1>ZMIZ1,+",1
"ARCN1>NRIP1,+",1
"HLA-DPB1>EDN1,-",1
"MVB12A>EDN1,+",1
"TBC1D9B>HSP90AA1,-",1
"HSPA1A>HSP90AA1,+",1
"SNRPF>AHI1,+",1
"HLA-DPB1>AHI1,-",1
"MMP24OS>AHI1,-",1
"GON4L>AR,+",1
"NME1>AR,-",1
"HCFC1R1>YWHAE,+",1
"RAB10>HIST1H4C,-",1
"RPL12>RPL26,+",1
"RAB5A>NAP1L4,+",1
"HCFC1R1>NUCB1,+",1
"RAB10>ATN1,-",1
"FOS>GTF2A2,+",1
"NUCB1>PPP2R1A,+",1
"THAP12>FOSL2,+",1
"NUCB1>FOSL2,+",1
"BEX4>CYBA,+",1
"HINT2>CYBA,-",1
"HINT2>ZMIZ1,+",1
"UBXN1>SELE,+",1
"FOSL2>NEAT1,+",1
"CDC42EP5>EIF2S1,+",1
"CFL1>HNRNPDL,+",1
"CDC42EP5>ITM2A,+",1
"S100A11>ITM2A,+",1
"BANF1>MAZ,+",1
"RAI14>NIFK,+",1
"EIF2S1>NIFK,+",1
"UBL5>JUN,+",1
"PPDPF>CFL1,+",1
"CLIC4>DYNLRB1,+",1
"CFL1>DYNLRB1,+",1
"NDUFC2>TM4SF1,+",1
"CFL1>TM4SF1,+",1
"PNRC2>IST1,+",1
"NEAT1>ACBD3,+",1
"JUN>AP2B1,+",1
"ITM2A>HIPK3,+",1
"DUSP5>HIPK3,+",1
"DUSP5>BHLHE40,+",1
"DOCK9>BHLHE40,+",1
"JUN>BHLHE40,+",1
"PPDPF>SMIM19,+",1
"CLIC4>BANF1,+",1
"UBL5>BANF1,+",1
"HIPK3>RAI14,+",1
"CFL1>PPDPF,+",1
"ITM2A>TIMMDC1,+",1
"DOCK9>CLIC4,+",1
"IST1>PNRC2,+",1
"CLTA>PNRC2,+",1
"BHLHE40>FOS,+",1
"NEAT1>BHLHE40,+",1
"FOSL2>BHLHE40,+",1
"UBXN1>BHLHE40,+",1
"HINT2>SPCS3,+",1
"ACBD3>SPCS3,+",1
"EIF2S1>SPCS3,+",1
"PPP2R1A>OLFM1,-",1
"PRSS23>OLFM1,-",1
"NFE2L1>RAB5A,+",1
"RAB5A>C8orf59,+",1
"SELE>C8orf59,+",1
"GTF2A2>JAM2,+",1
"RPL12>JAM2,+",1
"FOSL2>JAM2,+",1
"UBXN1>JAM2,+",1
"RAB5A>KLF4,+",1
"HCFC1R1>KLF4,+",1
"SELE>KLF4,+",1
"FOS>JUNB,+",1
"FOS>KLF2,+",1
"RAB5A>JUN,+",1
"CLTA>ENTPD1,+",1
"PNKD>HAX1,-",1
"IL1R1>SELE,+",1
"TINAGL1>NRIP1,-",1
"MMP24OS>TCP1,+",1
"BTN3A3>HNRNPUL1,+",1
"RRAGA>FAM89B,+",1
"BTN3A3>FAM89B,-",1
"PBX1>FAM89B,+",1
"MMP24OS>FAM89B,-",1
"SWI5>FAM89B,-",1
"SETD5>BLMH,+",1
"PHC3>BLMH,+",1
"PHC3>AR,-",1
"SELE>TCP1,-",1
"PTGES3>TCP1,+",1
"HSP90AA1>KCNQ1OT1,+",1
"FBXW5>COTL1,+",1
"PTMS>PTGES3,+",1
"ROCK2>SDCCAG8,+",1
"NUCB1>SDCCAG8,+",1
"PTMS>NEAT1,+",1
"MPRIP>MPDZ,+",1
"ALG13>MPDZ,+",1
"CD74>MPDZ,+",1
"ITM2A>BAZ2B,+",1
"N4BP2L2>BAZ2B,+",1
"MPRIP>BAZ2B,+",1
"FAM160B1>ROCK2,+",1
"KDM6B>HNRNPUL1,-",1
"CCT2>COTL1,+",1
"TMEM259>SELE,+",1
"MRPL19>KDM6B,+",1
"MMP24OS>HIPK3,+",1
"OLFM1>PBX1,+",1
"CCT2>FBXW5,-",1
"ALG13>FBXW5,+",1
"ATXN7L3B>FBXW5,-",1
"FBXW5>OGT,+",1
"BTN3A3>SAP18,-",1
"OGT>IL13RA1,+",1
"NFATC3>MTSS1,-",1
"PBX1>OLFM1,+",1
"BLMH>PKP4,+",1
"CHORDC1>KDM6B,+",1
"OGT>COTL1,+",1
"ATXN7L3B>MRPL57,-",1
"SWI5>MRPL57,+",1
"CCT2>NFATC3,-",1
"FBXW5>NFATC3,+",1
"RBP5>NFATC3,+",1
"PHC3>NET1,-",1
"MTSS1>SELE,+",1
"PHC3>SELE,-",1
"SWI5>JTB,-",1
"SETD5>JTB,-",1
"MRPL19>COTL1,-",1
"TCP1>ROCK2,+",1
"ROCK2>ALDH9A1,+",1
"CBX5>ALDH9A1,+",1
"ROCK2>PPP1R2,+",1
"JAM2>FAM160B1,+",1
"NUCB1>PUM1,-",1
"PTMS>ITM2A,+",1
"TCP1>THRAP3,+",1
"TCP1>HSP90AA1,+",1
"NEAT1>HSP90AA1,+",1
"LPAR6>C9orf78,+",1
"KCNQ1OT1>C9orf78,-",1
"PUM1>RAD21,+",1
"SDCCAG8>SELE,+",1
"COMMD3>SOX17,+",1
"AR>PPP1R2,-",1
"MPRIP>ALG13,+",1
"PUM1>NDUFC2,+",1
"TCP1>NDUFC2,+",1
"PTMS>NDUFC2,+",1
"ROCK2>ATP6AP2,+",1
"ITM2A>ATP6AP2,+",1
"PTGES3>JAM2,+",1
"TCP1>ENSA,+",1
"ROCK2>NBR1,+",1
"CD74>NBR1,+",1
"PUM1>NBR1,+",1
"AR>NBR1,+",1
"ITM2A>PTMS,+",1
"AR>N4BP2L2,-",1
"N4BP2L2>MMP24OS,-",1
"ROCK2>MMP24OS,+",1
"HNRNPA3>ALG13,+",1
"BAZ2B>HNRNPA3,+",1
"ROCK2>CD74,+",1
"NUCB1>CD74,+",1
"BAZ2B>MRPL32,+",1
"FNBP1>MPRIP,+",1
"PDLIM5>MPRIP,-",1
"N4BP2L2>NAP1L4,-",1
"ITM2A>NAP1L4,+",1
"FAM160B1>NAP1L4,+",1
"PUM1>NAP1L4,+",1
"HSP90AA1>NAP1L4,+",1
"PUM1>NUCB1,-",1
"CD74>NUCB1,+",1
"MPRIP>LPAR6,+",1
"NEAT1>LPAR6,+",1
"PTGES3>HSPH1,+",1
"SELE>HSPH1,+",1
"PUM1>HSPH1,+",1
"BAZ2B>HSPH1,+",1
"CD74>HSPH1,+",1
"HSP90AA1>HSPH1,+",1
"NEAT1>HSPH1,+",1
"RTL8A>HIPK3,-",1
"RRAGA>ATXN7L3B,+",1
"FBXW5>ATXN7L3B,-",1
"MDK>COTL1,-",1
"SPCS3>UBE2K,+",1
"CDC42SE1>UBE2K,+",1
"PHKB>IL13RA1,+",1
"CDC42SE1>APOL6,-",1
"SPCS3>APOL6,+",1
"NLRP1>APOL6,+",1
"PHKB>CCT7,+",1
"MAGED2>CCT7,+",1
"CDC42SE1>IFI16,-",1
"PSMC4>IFI16,+",1
"NME1>COTL1,+",1
"C9orf78>GNAQ,+",1
"CCT7>MAGED2,+",1
"NLRP1>C9orf78,+",1
"ARFRP1>ABCG2,-",1
"CXorf36>ABCG2,+",1
"UBE2K>SPCS3,+",1
"CDC42SE1>NLRP1,+",1
"LAGE3>NLRP1,+",1
"CD74>NLRP1,+",1
"GNAQ>NME1,-",1
"PSMC4>NME1,+",1
"R3HDM2>MAGED2,+",1
"SPCS3>MAGED2,+",1
"PLSCR1>UBE2K,-",1
"GNAQ>R3HDM2,+",1
"CCT7>R3HDM2,+",1
"UBE2K>R3HDM2,+",1
"JAM2>FXR1,+",1
"BAZ2A>NET1,+",1
"KLF4>PKN2,+",1
"APPBP2>AR,+",1
"CDC42SE1>SF3A3,-",1
"ZFC3H1>SF3A3,-",1
"ARFRP1>PLRG1,+",1
"SPCS3>SELENOK,-",1
"FNBP1>LPAR6,+",1
"PSMC4>LPAR6,+",1
"FNBP1>SF3A2,+",1
"EPC1>SF3A2,-",1
"PSMC4>POGZ,+",1
"C9orf78>PSMC4,+",1
"NLRP1>CDC42SE1,+",1
"CXorf36>CDC42SE1,-",1
"NME1>CXorf36,+",1
"SPCS3>ZFC3H1,+",1
"SPCS3>MDK,+",1
"EPC1>MDK,+",1
"CCT7>PHKB,+",1
"NME1>DUSP5,-",1
"SELENOK>DUSP5,-",1
"NME1>MAGED2,+",1
"EPC1>MAGED2,-",1
"PBX1>ATXN7L3B,-",1
"RTL8A>RRAGA,+",1
"PHC3>SEPT11,+",1
"MRPL19>AP1S2,+",1
"ATXN7L3B>AP1S2,+",1
"CHORDC1>AP1S2,-",1
"SWI5>AP1S2,-",1
"FBXW5>IGFBP4,+",1
"NUCB1>COPS8,+",1
"PHC3>COPS8,+",1
"ZNF22>RPAIN,+",1
"SAP18>RPAIN,+",1
"MMP24OS>RPAIN,-",1
"ATXN7L3B>RRAGA,+",1
"NLRP1>TSHZ2,+",1
"BLMH>ALG13,+",1
"CCT2>ALG13,+",1
"FBXW5>ALG13,+",1
"MRPL19>DEK,+",1
"BLMH>DEK,+",1
"KDM6B>CHORDC1,+",1
"MMP24OS>FAAP20,-",1
"SWI5>FAAP20,+",1
"BLMH>RBP5,+",1
"BTN3A3>CFI,-",1
"PHC3>ROCK2,+",1
"DDX6>VPS13A,+",1
"FBXW5>NUCB1,+",1
"ATXN7L3B>CD74,-",1
"IGFBP4>SETD5,-",1
"MDK>EPC1,+",1
"UBE2K>EPC1,+",1
"GNAQ>LAGE3,+",1
"CXorf36>MRPL32,+",1
"SELENOF>MRPL32,+",1
"PHKB>NET1,+",1
"NME1>FNBP1,-",1
"MRPL32>AR,+",1
"HNRNPUL1>BAZ2B,+",1
"BTN3A3>BAZ2B,-",1
"PHC3>BAZ2B,+",1
"FBXW5>PHC3,-",1
"MRPL19>RTL8A,-",1
"BTN3A3>RTL8A,-",1
"RRAGA>RTL8A,+",1
"FBXW5>RTL8A,+",1
"CCT2>RTL8A,+",1
"CHORDC1>DERL1,-",1
"RTL8A>SWI5,+",1
"OGT>MRPL19,+",1
"KDM6B>MRPL19,+",1
"VPS13A>MRPL19,+",1
"MTSS1>MRPL19,+",1
"DNM1L>NRIP1,-",1
"NUCB1>TPRKB,+",1
"MAZ>POLR2I,-",1
"RFK>ICE1,-",1
"MAZ>ARF5,+",1
"HLA-DRB5>HLA-DRB1,+",1
"PARP9>RHOJ,-",1
"MAZ>RHOJ,-",1
"HLA-DRB5>RHOJ,+",1
"CXorf36>TSHZ2,+",1
"PARP9>RNF145,+",1
"RFK>RNF145,+",1
"HIPK3>BFAR,-",1
"ARCN1>KLF4,-",1
"MFNG>KLF4,+",1
"A4GALT>R3HDM2,-",1
"RNASE1>H1FX,+",1
"RFK>R3HDM2,+",1
"FZD4>R3HDM2,+",1
"MFNG>JUN,+",1
"HLA-DRA>RNASE1,-",1
"RFK>RNASE1,+",1
"MFNG>RNASE1,-",1
"SNX6>FZD4,+",1
"JUN>FZD4,+",1
"A4GALT>FZD4,+",1
"INHBB>FZD4,+",1
"MPRIP>FZD4,+",1
"ALG13>H1FX,+",1
"HLA-DRB1>HLA-DRA,+",1
"TMEM14C>SMIM19,+",1
"RFK>MIR99AHG,-",1
"CXorf36>ATP6AP2,+",1
"UBE2K>PNPLA2,+",1
"HLA-DRA>HLA-DRB5,+",1
"HLA-DRB1>HLA-DRB5,+",1
"SRPK2>MFNG,+",1
"JUN>MFNG,+",1
"PARP9>RPAIN,-",1
"MFNG>RPAIN,+",1
"CXorf36>PARP9,+",1
"MFNG>PARP9,-",1
"JUN>PARP9,+",1
"ARCN1>MIR99AHG,-",1
"HLA-DRB5>HLA-DRA,+",1
"ALG13>RFK,-",1
"BFAR>EDN1,-",1
"RNASE1>TMEM259,-",1
"SRPK2>TMEM259,-",1
"PARP9>ID2,-",1
"ARCN1>ZBTB38,-",1
"MPRIP>ZBTB38,+",1
"ARCN1>JAM2,-",1
"MAZ>MGLL,+",1
"TSHZ2>MGLL,-",1
"SRPK2>MGLL,-",1
"FZD4>MPRIP,+",1
"FZD4>HDAC7,+",1
"FZD4>INHBB,+",1
"ATP5F1C>SELE,+",1
"SMIM19>ATP6V1F,+",1
"AUP1>ATP6V1F,+",1
"PNP>TUBB4B,+",1
"SPCS3>TUBB4B,-",1
"FAM171A1>SETD5,+",1
"SPCS3>SETD5,+",1
"TMEM14C>FAM110D,+",1
"PNP>PSMD11,+",1
"AUP1>UPF3A,+",1
"CEP170>SELE,-",1
"SPCS3>SELE,+",1
"AUP1>SAV1,+",1
"HLA-DRB5>INHBB,+",1
"NEDD8>SAV1,+",1
"CEP170>CD79B,+",1
"PRDX4>DNM1L,-",1
"TUBB4B>C14orf119,+",1
"PNP>C14orf119,+",1
"POLR2L>C14orf119,+",1
"AR>ATP5F1C,-",1
"MYO5C>ERAP2,+",1
"NEDD8>ERAP2,+",1
"PSMD11>ERAP2,+",1
"TMEM14C>ERAP2,+",1
"NEDD8>ATP6V1F,+",1
"ATP6V1F>AUP1,+",1
"ATP5F1C>AUP1,+",1
"SAV1>NEDD8,+",1
"PNPLA2>ADAR,-",1
"HLA-DRB5>CEMIP2,+",1
"AR>CEMIP2,-",1
"MIR99AHG>PDK4,+",1
"FZD4>PDK4,+",1
"MFNG>METTL9,+",1
"BFAR>RSRC1,+",1
"SNX6>RSRC1,-",1
"MPRIP>ARCN1,+",1
"MIR99AHG>A4GALT,-",1
"ARCN1>A4GALT,-",1
"FZD4>A4GALT,+",1
"MAZ>CCDC50,+",1
"ZBTB38>CCDC50,+",1
"FZD4>CCDC50,+",1
"RFK>UBE2K,+",1
"PNPLA2>UBE2K,+",1
"JUN>AR,+",1
"PRDX4>MEIS2,-",1
"PNP>SPCS3,+",1
"SAV1>SPCS3,-",1
"TMEM14C>SPCS3,+",1
"LHFPL6>NEDD8,+",1
"SDCCAG8>ZBTB38,+",1
"PPP1R13B>ZBTB38,+",1
"LRRC8C>BHLHE40,+",1
"GALNT1>RAI14,+",1
"IRF2BP2>ALG13,+",1
"JAM2>MYOF,+",1
"GALNT1>NLRP1,+",1
"CCDC68>NLRP1,+",1
"SNX6>C8orf59,+",1
"C1QBP>USP16,+",1
"YPEL2>USP16,+",1
"CCDC68>SPCS3,+",1
"MMP24OS>EPS15,+",1
"GALNT1>COX7C,+",1
"C8orf59>COX7C,+",1
"C1QBP>RAI14,+",1
"SDHC>ENY2,+",1
"C1QBP>DNM1L,+",1
"MAZ>DNM1L,+",1
"C8orf59>ANXA2,+",1
"RAI14>CDC42EP5,+",1
"MGST2>CDC42EP5,+",1
"EPS15>PITPNC1,+",1
"C9orf78>NUCB1,+",1
"SNX6>NUCB1,+",1
"MAZ>MMP24OS,+",1
"USP16>MMP24OS,+",1
"MGST2>MMP24OS,+",1
"MGST2>ALG13,+",1
"AHNAK>GPATCH8,+",1
"MMP24OS>MAZ,+",1
"USP16>MAZ,+",1
"GPATCH8>POLR2I,+",1
"USP16>OST4,+",1
"RAI14>CLU,+",1
"AHNAK>CLU,+",1
"CCDC68>CLU,+",1
"ALG13>CLU,-",1
"HSPA5>C1QBP,+",1
"AHNAK>PSMD11,+",1
"PITPNC1>PSMD11,-",1
"MMP24OS>PSMD11,+",1
"GPATCH8>ERAP2,+",1
"IRF2BP2>ERAP2,+",1
"NLRP1>GALNT1,+",1
"C1QBP>GALNT1,+",1
"IRF2BP2>HSPA5,+",1
"ABHD17A>NUCKS1,+",1
"GALNT1>ABCG2,+",1
"C9orf78>ABCG2,+",1
"AHNAK>ATP6AP2,+",1
"RAI14>CALM2,+",1
"MGST2>CALM2,+",1
"C1QBP>TXNIP,+",1
"ABCG2>TXNIP,+",1
"RAI14>AR,+",1
"SDCCAG8>GON4L,+",1
"PXN>ATP6AP2,+",1
"LPAR6>SCARF1,+",1
"PTMS>ISCA1,+",1
"GLUD1>ISCA1,-",1
"SDHC>HSP90AA1,+",1
"AR>CLDN5,+",1
"PPP1R13B>FGD5-AS1,+",1
"NFATC3>PDCD7,+",1
"LPAR6>PDCD7,+",1
"SCARF1>PPP1R13B,+",1
"LRRC8C>PPP1R13B,+",1
"ISCA1>ALG13,+",1
"NFATC3>SCARF1,+",1
"EPHX1>SCARF1,+",1
"GLUD1>CCT7,+",1
"CCT7>LRRC8C,+",1
"LPAR6>LRRC8C,+",1
"PTMS>PXN,+",1
"SDHC>PXN,+",1
"TSC22D1>RAB2A,+",1
"PLRG1>EPHX1,-",1
"LRRC8C>EPHX1,+",1
"AR>EPHX1,+",1
"HSP90AA1>EPHX1,-",1
"TSC22D1>EPHX1,+",1
"PLRG1>ATP6AP2,+",1
"GON4L>PLRG1,+",1
"TSC22D1>PLRG1,+",1
"JUNB>PLRG1,-",1
"PTMS>PLRG1,+",1
"PPP1R13B>NFE2L1,+",1
"CWC25>NFE2L1,-",1
"PXN>NFE2L1,+",1
"SDCCAG8>KANSL1,+",1
"SCARF1>KANSL1,-",1
"PLRG1>KANSL1,+",1
"USHBP1>SMC4,+",1
"ATP5MC2>SDHC,+",1
"ANKRD40>NIPSNAP2,-",1
"JUNB>NIPSNAP2,+",1
"CCT7>GLUD1,+",1
"NFATC3>SHISA5,+",1
"PXN>SHISA5,-",1
"JUNB>SHISA5,+",1
"SCARF1>SDCCAG8,+",1
"SDHC>U2SURP,+",1
"LRRC8C>LPAR6,+",1
"PLRG1>LPAR6,+",1
"CCT7>LPAR6,+",1
"PXN>LPAR6,+",1
"SDCCAG8>NUCB1,+",1
"PTMS>NUCB1,+",1
"SDHC>PLRG1,+",1
"ATP5F1C>SMIM19,+",1
"ITGB4>PCGF2,+",1
"PDCD7>CSDE1,+",1
"NEMF>RUNDC3B,+",1
"H1FX>SELE,+",1
"CIR1>SELE,+",1
"LEPR>ALG13,+",1
"ATG3>MMP24OS,+",1
"SPCS3>PDCD7,+",1
"LTA4H>H1FX,-",1
"AR>H1FX,+",1
"SPCS3>BHLHE40,+",1
"FAM241A>NAP1L4,+",1
"ZFC3H1>NAP1L4,+",1
"PTPRG>NAP1L4,+",1
"ZBTB38>CXorf36,+",1
"ZBTB38>GLUD1,+",1
"MIEN1>CXorf36,-",1
"LTA4H>AR,+",1
"SNRPF>TMEM14B,+",1
"NUCB1>TMEM14B,+",1
"TBC1D9B>TMEM14B,+",1
"SMURF2>HLA-DPB1,+",1
"NET1>SPCS3,+",1
"SDCCAG8>SPCS3,-",1
"TBC1D9B>SPCS3,-",1
"MGLL>SPCS3,-",1
"CCDC50>SMURF2,+",1
"SPCS3>GLUD1,+",1
"EMCN>TXNIP,+",1
"SMIM19>PCGF2,+",1
"CIB1>SLC25A11,+",1
"SLC25A11>ITFG1,+",1
"MIEN1>ITFG1,+",1
"ZBTB38>PTPRM,+",1
"CIR1>LEPR,+",1
"ITFG1>ELMO1,+",1
"CIR1>ELMO1,+",1
"ELMO1>PXN,+",1
"SELE>CIR1,+",1
"LIX1L>SLC25A11,+",1
"MIEN1>SLC25A11,+",1
"ZFC3H1>SLC25A11,+",1
"CLTA>MRPL32,+",1
"LEPR>TXNIP,+",1
"EML4>MRPL32,+",1
"ATG3>MRPL32,+",1
"PTMS>CLTA,+",1
"TXNIP>FGD5-AS1,+",1
"LEPR>FGD5-AS1,+",1
"ZBTB38>FGD5-AS1,+",1
"MIEN1>FGD5-AS1,+",1
"SPCS3>CIB1,+",1
"PTPRG>CIB1,+",1
"H1FX>CYSTM1,+",1
"LIX1L>NEMF,+",1
